Review Site,Ski Area,Review Date,Review Star Rating (out of 5),Review Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Mar 2019,3,"My husband learned on this slope and it’s gotten much bigger since then. He got to teach his three sons and they had loads of fun. \nThe lodge is not pretentious, the prices are good, and the staff are polite and helpful. \nAll around great place to go.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Aug 2018,1,"Had to come up for our visiting old high school friend to see the changes. This place is where he introduced me to skiing a little over 50 years ago during our senior year. After lace up boots, bear-trap bindings, wooden 220 cm skiis, a twisted knee and an 8"" icicle to the head, I didn't ski again until around February 1973 at Keystone in CO. Nice friend, eh?!\n\nNow this area is almost twice the original size. We had a lot of laughs, both then and now.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Jan 2017,3,"A trip to Showdown is a trip back in time, when skiing was a simpler sport. Most of the lodge looks like it hasn't been updated in a few decades and the food served isn't much better than at a high school cafeteria (neither of these comments apply to the Hole in the Wall Saloon, a more updated section of the lodge). That's not meant as an insult though, rather that skiing has become too much of a rich man's sport and all the overpriced gear that comes with it. It's refreshing to spend a day at a hill like this, without the pretentiousness that comes from resorts like Big Sky or Red Lodge. Showdown is where I learned to ski and it holds a special place in my heart for that.\n\nThe hill may only have three chairlifts, but it still has enough terrain to entertain and challenge you for a day. More advanced skiers will enjoy the steep moguls of Glory Hole and Gun Barrel, while less adventurous skiers and boarders will love the easy turns on Ripley and Big Seven. \n\nIf you're planning a ski vacation to Montana, this is probably not where you'd want to go. For only a little more money, you could visit Bridger Bowl near Bozeman and have a lot more terrain, and overall, a better vacation experience. However, if you're visiting some friends or family in Great Fall, this is an excellent place to go as it's only an hour from town. Showdown also doesn't have much in the way of lodging nearby, so you'll need to head back to Great Falls for that.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Feb 2017,4,"My children enjoyed skiing up here the other day. They both had lessons, and both instructors were excellent with them. Frankie is excellent, and we would like to come back soon so my older boy can get another lesson to snowboard. \nGreat value and I'm glad we did it. The lodge is a great place for the nonskier types. Reasonable prices in the food/drink area. Thank you again for the great staff.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Jan 2017,4,"Visited on Wednesday 1-11-17. Showdown is closed on Mondays and Tuesdays so any snow fall those days is waiting untouched for Wednesday patrons. To top it off, it is $30 lift ticket day. With 9 inches falling over that last few days we couldn't be happier. While there's not a ton of skiable area compared to other resorts, there is enough varied terrain to keep beginners and experts happy. The grub isn't going to win any awards, but was decent and affordable. With that in mind the lodge seemed to be very brown friendly, which is not the case with many ski areas. Last but far from least, the staff was fantastic! Friendly folks that genuinely seemed to enjoy working there.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Feb 2016,4,"Completely unpretentious; no one showing off their sick bra ski gear or looking down their nose at anyone. A good amount of terrain with some bumps, groomers, steep &amp; a nice park. Something for everyone in our family!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Jan 2016,4,"This ski area is what the returning 10th Mountain Division Soldiers envisioned for Americans to enjoy and recreate in the great outdoors of America.\nI could not have had a better day on skis. I was told by at least 10 people, ""Thank you for coming to Showdown and have a fun day"". Boy did I ever.\nReminded me of when I learned to ski back in the 50""s, Nothing but fun!!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Jan 2016,5,"There was six of us in the group and experience ranged from advanced to first time skier! The ski schools were excellent. I attended the 2 hour adult class and felt so calm and educated at the end. My daughter attended the monster ski school, which was a great set up. Daycare is also provided if needed. There were no lines and everyone was very friendly and helpful. The lodge was huge and cozy. The food was delicious as well as the beer. There was live very outstanding music for a family setting. We were there on New Years Eve and thoroughly enjoyed the Torch Run and fireworks! Happy 80th Showdown! I am begging the family to come back again!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Mar 2014,5,"If you want a great place to sky without all of the extra hype of of a big resort, this is your place. The customer service is the best. They really care about your skiing experience. The trails are very well maintained for all levels of skiing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Feb 2015,1,"The showdown trip is one of my awesome traveling experience. I just came from the Philippines for a vacation, new to this with no snow at all and today was my first time snowboarding. The staff were friendly and given me what I needed from the very start, the trails are one of a kind and the food was good. However the buzzkill on this trip was when I was leaving and returning my rented gears. I was on a line and I approach one of the staff, i forgot his name but he was maybe in his 60's with white beard and glasses and he was like trying to ignore me and looked at me differently maybe because I am a foreigner and he kinda told me in a rude manner I needed to talk to the lady upfront and not him for returning the gears but I just saw him just assisting and getting the gears of the one in front of me in the line. I just hope it is not a racist thing. A TOTAL EXPERIENCE DOWNER. I will not recommend this to any of my friends.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,,3,They have a nice lodge and the staff was great. It was pretty windy so the snow was icy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Dec 2011,5,"Showdown is the most inviting place to ski in Montana. The staff is warm, helpful and friendly with the greatest brownies in the afternoon that are made right at the mountain. The runs are well marked and well staffed by friendly, helpful ski patrol. Little to no lift lines.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Dec 2010,4,"We got there early in the morning and stayed the entire day. All of the kids had the best time skiing and snowboarding. The countryside is beautiful. There is several paths to take on your way down the mountain.\nThere is a nice little lodge where you can sit indoors and an array of food to choose from. They serve breakfast too! Loads of different drinks, no matter if you are cold, or warm.\nThere is a pro shop downstairs, but be prepared to spend a pretty penny for anything there.\nI would recommend that Showdown keeps any eye on the dining area. It is not very big and it is very irritating when it is full and SOME people are saving tables all day, for people that do not show up. There was a women that was saving 2 tables for her crew, and they only came in for about 30 minutes the entire day. There is limited seating and people had to stand. If she would have moved all of her things, they could have had a seat. There were plenty of employees hanging around.\nAll and all, we had a great day. My son lives in the area, and continues to go when he has the chance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Feb 2010,3,"When I was in elementary, our school took us on a ski day to Showdown. I had no interest in learning to ski and the instructor did not seem to have the patience for kids. My best friend and I got annoyed and snuck away from lessons and spent the day in the lodge eating and reading by the fire. 15 years later, one of my friends convinced me to learn to snowboard. I took my small car with myself and 3 other people, 3 boards (I was renting one there) and all of our snow gear up the mountain in the biggest blizzard of the season. We had a blast and I was lucky enough to get a personalized one-on-one lesson as not many people had braved the weather to head up there that day. The following season, I convinced my sister to take me with her family. A few of them did ski lessons and my bro-in-law and I hopped on snowboards. Showdown is a great place for both skiing and snowboarding with very attentive staff nowadays. The prices are pretty decent from what I remember as well... pass, rental, lessons, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Jan 2015,4,"showdown was a great vacation, large enough to get away from the relatives, but small enough to not get lost. Great staff, huge numbers of instructors, ski school for all ages. All around a great time and good slopes...Mother Nature dependant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,,5,"We loved Showdown! Our family went for Christmas, there were fourteen of us and we rented Sunrise Lodge which was a very short drive from hill. As for Showdown, the snow was fantastic and the lines were so short (when there were any). Every person that worked there was so friendly and helpful, in the rental shop, on the hill and in the bar! We had done this trip nineteen years previously and we made the decision not to wait so long next time. Highly recommend.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,,5,"Great little mountain, especially if you catch a powder Wednesday! Fun vibe and friendly staff! The lodge breakfast is awesome, and their bar is a great place to have beers at the end of the day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Jan 2014,5,"Showdown is a great little local area that gets quite a bit of snow. But Kings Hill is higher than lots of other areas around.\n\nThey have all kinds of runs, some have some pretty long run outs though. There is some pretty steep skiing for those who still have knees.\n\nNot a lot of places to stay in the area without driving. Even then make sure you have reservations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Jan 2014,3,"With lift tickets at top Colorado resorts now running more than $100, it's a relief to find a place where tickets cost half that much. Showdown also tends to get a lot of snow, but rarely has lift lines. When I visited on a Friday, I had plenty of elbow room and there was lots of fresh powder (some runs groomed, some left ungroomed). Employees were courteous. \n\nHowever, there are tradeoffs. Lifts are slow, run signage is minimal, indoor facilities are older and spare and food options are very limited. But if that's okay by you, then the Showdown experience is a great deal for the money.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Dec 2013,3,"Nice runs, scenery, very short lines, good value. Only downside for me was no foot rests on chairlifts. (Also no safety bar) 8 - 12 minutes with my legs dangling off the chair was not comfortable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,,5,I've skied coast to coast north &amp; south and this continues to be my favorite hill.. \n\nI love the small town feel and welcoming staff.. \n\nConsistent powder and days where some runs get left ungrounded .. Powder Wednesdays (don't know if this is still the case)\n\nThe local hotel has hot springs. A great place for all levels.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown Ski Area,Feb 2013,3,This place was great for NO LIFT LINES! Also plenty of fresh pow in the trees and some of the best snow of skied on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
